sl,year,statename,pcname,candidate,sex,party,total,overpolled,votesv,electors,polled,pollperc,rank,win,alliance
5673,1991,MAHARASHTRA,AURANGABAD,RAMESHKUMAR GULABCHAND PANDE,M,IND,271,0.05%,,1205538,583145,48.37%,21,0,OTHERS
5674,1991,MAHARASHTRA,AURANGABAD,VIJAYPRAKASH ANANT KONDEKAR,M,IND,139,0.02%,,1205538,583145,48.37%,22,0,OTHERS
5677,1991,MAHARASHTRA,BEED,KSHIRSAGAR KESHARBAI SONAJIRAO ALIAS KAKU (W),F,INC,260035,43.55%,,1137213,610555,53.69%,1,1,INC
5678,1991,MAHARASHTRA,BEED,SADASHIV SITARAM MUNDE,M,BJP,172409,28.87%,,1137213,610555,53.69%,2,0,BJP
5679,1991,MAHARASHTRA,BEED,NYAYAMURTI KOSLE PATIL,M,JD,136573,22.87%,,1137213,610555,53.69%,3,0,OTHERS
5680,1991,MAHARASHTRA,BEED,GHOLAP DEVIDAS UTTAM,M,DDP,7080,1.19%,,1137213,610555,53.69%,4,0,OTHERS
5681,1991,MAHARASHTRA,BEED,SHAIKH SHARFODDIN YASIN ALIAS CHICHA,M,IND,4448,0.74%,,1007437,675617,67.06%,5,0,OTHERS
5682,1991,MAHARASHTRA,BEED,VISHAMBHAR RAMBHAU MUNKIK,M,IND,3204,0.54%,,1007437,675617,67.06%,6,0,OTHERS
5683,1991,MAHARASHTRA,BEED,SHASHIKANT RANGNATHRAO KOLAPKAR,M,IND,2766,0.46%,,1007437,675617,67.06%,7,0,OTHERS
5684,1991,MAHARASHTRA,BEED,TUPE JANARDHAN TATYABA,M,PWP,1734,0.29%,,1007437,675617,67.06%,8,0,OTHERS
5685,1991,MAHARASHTRA,BEED,SARATE YADEO DADARAO,M,IND,1464,0.25%,,1007437,675617,67.06%,9,0,OTHERS
5691,1991,MAHARASHTRA,BEED,GANESH ALIAS RAJU BANSILAL SONWANE,M,IND,1117,0.19%,,1137213,610555,53.69%,10,0,OTHERS
5692,1991,MAHARASHTRA,BEED,SARUK BABASAHEB EKNATH,M,IND,974,0.16%,,1137213,610555,53.69%,11,0,OTHERS
5693,1991,MAHARASHTRA,BEED,PANDEYA MAHENDRA KUNJABIHARILAL,M,IND,894,0.15%,,1137213,610555,53.69%,12,0,OTHERS
5694,1991,MAHARASHTRA,BEED,PATRAKAR BHANUDAS PANDHARINATHRAO KAMBLE,M,IND,802,0.13%,,1137213,610555,53.69%,13,0,OTHERS
5695,1991,MAHARASHTRA,BEED,POPAT SANJIWAN GAIKWAD,M,IND,782,0.13%,,1137213,610555,53.69%,14,0,OTHERS
5696,1991,MAHARASHTRA,BEED,JAWAKAR DAYASAGAR BABURAO,M,IND,767,0.13%,,1137213,610555,53.69%,15,0,OTHERS
5697,1991,MAHARASHTRA,BEED,KASHID NAVANATH SANTARAM,M,IND,611,0.10%,,1137213,610555,53.69%,16,0,OTHERS
5698,1991,MAHARASHTRA,BEED,AMAR KADAM,M,IND,554,0.09%,,1137213,610555,53.69%,17,0,OTHERS
5699,1991,MAHARASHTRA,BEED,BAUSAHEB PANDHARINATH JAGATAP,M,IND,490,0.08%,,1137213,610555,53.69%,18,0,OTHERS
5700,1991,MAHARASHTRA,BEED,TAPASE SHATRUGHNA SHRIRANGRAO,M,IND,451,0.08%,,1137213,610555,53.69%,19,0,OTHERS
5703,1991,MAHARASHTRA,LATUR,PATIL SHIVRAJ VISHWANATH,M,INC,237853,42.75%,,993685,565679,56.93%,1,1,INC
5704,1991,MAHARASHTRA,LATUR,GOPALRAO VITHALRAO PATIL,M,BJP,179135,32.19%,,993685,565679,56.93%,2,0,BJP
5705,1991,MAHARASHTRA,LATUR,GOMARE MANDHARRAO EKNATHRAO,M,JD,123503,22.20%,,993685,565679,56.93%,3,0,OTHERS
5706,1991,MAHARASHTRA,LATUR,PATIL KESHARLAL PITAMBER,M,DDP,3012,0.54%,,993685,565679,56.93%,4,0,OTHERS
5707,1991,MAHARASHTRA,LATUR,KAMBLE SHIVAJI BABU,M,IND,2804,0.50%,,993685,565679,56.93%,5,0,OTHERS
5708,1991,MAHARASHTRA,LATUR,SARWADE KAMLAKAR RUKMAJI,M,RSD,1712,0.31%,,993685,565679,56.93%,6,0,OTHERS
5709,1991,MAHARASHTRA,LATUR,KAMBLEKANT PIRAJI,M,IND,1635,0.29%,,993685,565679,56.93%,7,0,OTHERS
5710,1991,MAHARASHTRA,LATUR,UTTAMRAO LAXMANRAO,M,BSP,1339,0.24%,,993685,565679,56.93%,8,0,OTHERS
5711,1991,MAHARASHTRA,LATUR,TARKASE MURLIDHAR KISHANRAO,M,JP,1183,0.21%,,993685,565679,56.93%,9,0,OTHERS
5712,1991,MAHARASHTRA,LATUR,GUNDERAO TUKARAM GHOSE,M,IND,1139,0.20%,,993685,565679,56.93%,10,0,OTHERS
5713,1991,MAHARASHTRA,LATUR,NADE NARSINGH BHAGWAN,M,IND,1043,0.19%,,993685,565679,56.93%,11,0,OTHERS
5714,1991,MAHARASHTRA,LATUR,BHALERAO HIRAMAN MALHARI,M,IND,1013,0.18%,,993685,565679,56.93%,12,0,OTHERS
5715,1991,MAHARASHTRA,LATUR,PINCHANI A KARIM IBRAHIM,M,IND,396,0.07%,,993685,565679,56.93%,13,0,OTHERS
5716,1991,MAHARASHTRA,LATUR,PAWAR VASANT JAIWANTRAO,M,IND,361,0.06%,,993685,565679,56.93%,14,0,OTHERS
5717,1991,MAHARASHTRA,LATUR,VIJAYPRAKASH ANANT KONDEKAR,M,IND,302,0.05%,,993685,565679,56.93%,15,0,OTHERS
5720,1991,MAHARASHTRA,OSMANABAD (SC),KAMBLE ARVIND TULSHIRAM,M,INC,236627,52.13%,,884277,463561,52.42%,1,1,INC
5721,1991,MAHARASHTRA,OSMANABAD (SC),VIMAL NANDKISHOR MUNDADA (W),F,BJP,153572,33.83%,,884277,463561,52.42%,2,0,BJP
5722,1991,MAHARASHTRA,OSMANABAD (SC),SAKHARE VIDYASAGAR BHAGWANRAO,M,PWP,39898,8.79%,,884277,463561,52.42%,3,0,OTHERS
5723,1991,MAHARASHTRA,OSMANABAD (SC),KAMBLE SIDHARTH RAVAN,M,IND,5144,1.13%,,884277,463561,52.42%,4,0,OTHERS
5724,1991,MAHARASHTRA,OSMANABAD (SC),KAMBLE VINAYAK JANGALU,M,IND,3629,0.80%,,981499,686327,69.93%,5,0,OTHERS
5725,1991,MAHARASHTRA,OSMANABAD (SC),KAMBLE DHONDIBA YESHWANT,M,IND,3303,0.73%,,981499,686327,69.93%,6,0,OTHERS
5726,1991,MAHARASHTRA,OSMANABAD (SC),KHANDAGALE PRAKASH BALIRAM,M,RSD,3268,0.72%,,981499,686327,69.93%,7,0,OTHERS
5727,1991,MAHARASHTRA,OSMANABAD (SC),KHANDAGALE PRAKASH BABURAO,M,IND,2036,0.45%,,981499,686327,69.93%,8,0,OTHERS
5728,1991,MAHARASHTRA,OSMANABAD (SC),SALUKE SAKHARAM SHANKAR,M,DDP,1907,0.42%,,915831,350572,38.28%,9,0,OTHERS
5729,1991,MAHARASHTRA,OSMANABAD (SC),WAGHMARE UPGUPTA RAMCHANDRA,M,IND,1374,0.30%,,884277,463561,52.42%,10,0,OTHERS
5730,1991,MAHARASHTRA,OSMANABAD (SC),JADHAV NARAYAN BALA,M,IND,724,0.16%,,884277,463561,52.42%,11,0,OTHERS
5731,1991,MAHARASHTRA,OSMANABAD (SC),LOKHHANDE SAMPATTI GUNDIBA,M,IND,656,0.14%,,884277,463561,52.42%,12,0,OTHERS
5732,1991,MAHARASHTRA,OSMANABAD (SC),CHILWANTMALLAPPA SAKHARAM,M,JP,577,0.13%,,884277,463561,52.42%,13,0,OTHERS
5733,1991,MAHARASHTRA,OSMANABAD (SC),BANSODE DEVIDAS GUNAJI,M,IND,469,0.10%,,884277,463561,52.42%,14,0,OTHERS
5734,1991,MAHARASHTRA,OSMANABAD (SC),GHOLAP ASHOK SHANKAR,M,IND,383,0.08%,,884277,463561,52.42%,15,0,OTHERS
5735,1991,MAHARASHTRA,OSMANABAD (SC),KASABE ACHUTRAO RAMRAO,M,IND,177,0.04%,,884277,463561,52.42%,16,0,OTHERS
5736,1991,MAHARASHTRA,OSMANABAD (SC),CHANDANE ASHOK TATYARAM,M,IND,155,0.03%,,884277,463561,52.42%,17,0,OTHERS
5739,1991,MAHARASHTRA,SHOLAPUR,SADUL DHARMANNA MONDAYYA,M,INC,262623,53.13%,,896543,500727,55.85%,1,1,INC
5745,1991,MAHARASHTRA,SHOLAPUR,BHUTADA GOPIKISAN GOVERDHANDAS,M,BJP,182533,36.93%,,896543,500727,55.85%,2,0,BJP
5746,1991,MAHARASHTRA,SHOLAPUR,GAIKWAD LAXMAN MAROTI,M,JD,32469,6.57%,,896543,500727,55.85%,3,0,OTHERS
5747,1991,MAHARASHTRA,SHOLAPUR,GAIDHANKAR KALAWATI KUMAR (W),F,IND,3854,0.78%,,896543,500727,55.85%,4,0,OTHERS
5748,1991,MAHARASHTRA,SHOLAPUR,BALKOTE BALBHIM DHONDIBA,M,IND,2928,0.59%,,896543,500727,55.85%,5,0,OTHERS
5749,1991,MAHARASHTRA,SHOLAPUR,SASANE ARUN BABURAO,M,DDP,1372,0.28%,,896543,500727,55.85%,6,0,OTHERS
5750,1991,MAHARASHTRA,SHOLAPUR,GAIKWAD SHIVAJI RAMA,M,DPP,1333,0.27%,,896543,500727,55.85%,7,0,OTHERS
5751,1991,MAHARASHTRA,SHOLAPUR,FULARI SHARNAPPA SHIVAPPA,M,IND,1049,0.21%,,896543,500727,55.85%,8,0,OTHERS
5752,1991,MAHARASHTRA,SHOLAPUR,CHERADE BALU RAMCHANDRA,M,IND,983,0.20%,,896543,500727,55.85%,9,0,OTHERS
5753,1991,MAHARASHTRA,SHOLAPUR,ZANWAR GOVIND RAMCHANDRA,M,IND,805,0.16%,,896543,500727,55.85%,10,0,OTHERS
5754,1991,MAHARASHTRA,SHOLAPUR,SHEKDAR TRIBHUWAN BHAGWAN,M,IND,784,0.16%,,896543,500727,55.85%,11,0,OTHERS
5755,1991,MAHARASHTRA,SHOLAPUR,SARWADE RAHUL VITHALRAO,M,BSP,657,0.13%,,896543,500727,55.85%,12,0,OTHERS
5756,1991,MAHARASHTRA,SHOLAPUR,NALLA BALAJEE RAMCHANDRA,M,IND,579,0.12%,,896543,500727,55.85%,13,0,OTHERS
5757,1991,MAHARASHTRA,SHOLAPUR,SAYYAD M SADIK MAHIBUBSAHEB,M,IND,427,0.09%,,896543,500727,55.85%,14,0,OTHERS
5758,1991,MAHARASHTRA,SHOLAPUR,VH MASTER,M,IND,397,0.08%,,896543,500727,55.85%,15,0,OTHERS
5759,1991,MAHARASHTRA,SHOLAPUR,UDHADE BHAGWAN GINYANI,M,IND,364,0.07%,,896543,500727,55.85%,16,0,OTHERS
5760,1991,MAHARASHTRA,SHOLAPUR,MIRAJKAR DATTATRAYA DHONDUSDA,M,IND,353,0.07%,,896543,500727,55.85%,17,0,OTHERS
5761,1991,MAHARASHTRA,SHOLAPUR,KONTAM DASHRATH NARASAPPA,M,IND,311,0.06%,,896543,500727,55.85%,18,0,OTHERS
5762,1991,MAHARASHTRA,SHOLAPUR,SHIVSHARAN CHIDANAND HUSENI,M,IND,309,0.06%,,896543,500727,55.85%,19,0,OTHERS
5763,1991,MAHARASHTRA,SHOLAPUR,HINGE VIJAY RAMCHANDRA,M,IND,157,0.03%,,896543,500727,55.85%,20,0,OTHERS
5766,1991,MAHARASHTRA,PANDHARPUR (SC),THORAT SANDIPAN BHAGWAN,M,INC,315641,66.85%,,998122,481168,48.21%,1,1,INC
5767,1991,MAHARASHTRA,PANDHARPUR (SC),KAMBLE ARUN KRISHNAJI,M,JD,80833,17.12%,,998122,481168,48.21%,2,0,OTHERS
5768,1991,MAHARASHTRA,PANDHARPUR (SC),KATAKE SHRIKANT DHONDIRAM,M,BJP,61738,13.07%,,998122,481168,48.21%,3,0,BJP
5769,1991,MAHARASHTRA,PANDHARPUR (SC),JOGDAND SHESHERAO SHIVAJI,M,RSD,3845,0.81%,,998122,481168,48.21%,4,0,OTHERS
5770,1991,MAHARASHTRA,PANDHARPUR (SC),SURVA BHARAT BHUTALI,M,DPP,1788,0.38%,,937221,392956,41.93%,5,0,OTHERS
5771,1991,MAHARASHTRA,PANDHARPUR (SC),WANKHEDE VITHAL NARAYAN,M,DDP,1708,0.36%,,937221,392956,41.93%,6,0,OTHERS
5772,1991,MAHARASHTRA,PANDHARPUR (SC),SHIKHARE ABHIMANYU BALU,M,BSP,1699,0.36%,,937221,392956,41.93%,7,0,OTHERS
5773,1991,MAHARASHTRA,PANDHARPUR (SC),SONAWANE BHIMRAO RAMA,M,IND,1055,0.22%,,937221,392956,41.93%,8,0,OTHERS
5774,1991,MAHARASHTRA,PANDHARPUR (SC),SUTKAR BALBHIM ABA,M,IND,902,0.19%,,937221,392956,41.93%,9,0,OTHERS
5775,1991,MAHARASHTRA,PANDHARPUR (SC),ZAREKAR BHAGWANRAO PANDHARI,M,IND,832,0.18%,,998122,481168,48.21%,10,0,OTHERS
5776,1991,MAHARASHTRA,PANDHARPUR (SC),WAGHMARE GHANSHRAM YOGAPPA,M,IND,760,0.16%,,998122,481168,48.21%,11,0,OTHERS
5777,1991,MAHARASHTRA,PANDHARPUR (SC),BARSINGH GAUTAM NAGU,M,IND,495,0.10%,,998122,481168,48.21%,12,0,OTHERS
5778,1991,MAHARASHTRA,PANDHARPUR (SC),KOTMIRE VILAS GANPAT,M,IND,485,0.10%,,998122,481168,48.21%,13,0,OTHERS
5779,1991,MAHARASHTRA,PANDHARPUR (SC),DHANWALE SITARAM MADHAV,M,IND,407,0.09%,,998122,481168,48.21%,14,0,OTHERS
5782,1991,MAHARASHTRA,AHMEDNAGAR,GADAKH YESHAWANTRAO,M,INC,279520,46.41%,,1001165,614922,61.42%,1,1,INC
5783,1991,MAHARASHTRA,AHMEDNAGAR,EV TATHA BALASAHED VIKHE PATIL,M,IND,267883,44.48%,,1001165,614922,61.42%,2,0,OTHERS
5784,1991,MAHARASHTRA,AHMEDNAGAR,ZARKAR RAJABHAU,M,BJP,37330,6.20%,,1001165,614922,61.42%,3,0,BJP
5785,1991,MAHARASHTRA,AHMEDNAGAR,DESHMUKH BHAGWAN RANGNATH,M,IND,10913,1.81%,,1001165,614922,61.42%,4,0,OTHERS
5786,1991,MAHARASHTRA,AHMEDNAGAR,SHEKATKAR GANPAT SAKHARAM,M,IND,1607,0.27%,,963531,438424,45.50%,5,0,OTHERS
5787,1991,MAHARASHTRA,AHMEDNAGAR,RAUT EKNATH BABA,M,IND,1338,0.22%,,963531,438424,45.50%,6,0,OTHERS
5788,1991,MAHARASHTRA,AHMEDNAGAR,GODREJ RUSTOM KERMANI,M,IND,1053,0.17%,,963531,438424,45.50%,7,0,OTHERS
5789,1991,MAHARASHTRA,AHMEDNAGAR,ASHTEKAR PRAMOD NILKANT,M,ICS(SCS),959,0.16%,,963531,438424,45.50%,8,0,OTHERS
5790,1991,MAHARASHTRA,AHMEDNAGAR,NAJAN RAMBHAU MARUTI,M,IND,506,0.08%,,963531,438424,45.50%,9,0,OTHERS
5791,1991,MAHARASHTRA,AHMEDNAGAR,KATE SUDHAKAR PETRAS,M,IND,424,0.07%,,1001165,614922,61.42%,10,0,OTHERS
5792,1991,MAHARASHTRA,AHMEDNAGAR,SARODE KISHORE DINKAR,M,DDP,402,0.07%,,1001165,614922,61.42%,11,0,OTHERS
5793,1991,MAHARASHTRA,AHMEDNAGAR,POPAT BABURAO SAGADE,M,IND,359,0.06%,,1001165,614922,61.42%,12,0,OTHERS
5801,1991,MAHARASHTRA,KOPARGAON,KALE SHANKARRAO DEORAM,M,INC,311367,63.40%,,876195,500267,57.10%,1,1,INC
5802,1991,MAHARASHTRA,KOPARGAON,GUNJAL VASANTRAO SAKHARAM,M,BJP,138910,28.28%,,876195,500267,57.10%,2,0,BJP
5803,1991,MAHARASHTRA,KOPARGAON,BABASAHEB ALIAS PRABHAKAR APPASAHEB THUBE,M,CPI,32225,6.56%,,876195,500267,57.10%,3,0,OTHERS
5804,1991,MAHARASHTRA,KOPARGAON,GAIKWAD MUKUND RAMRAO,M,JP,2691,0.55%,,876195,500267,57.10%,4,0,OTHERS
5805,1991,MAHARASHTRA,KOPARGAON,PATIL RAVINDRA GAMBHIR,M,DDP,2091,0.43%,,876195,500267,57.10%,5,0,OTHERS
5806,1991,MAHARASHTRA,KOPARGAON,DATTATREYA FAKIRRAO GADHAVED,M,IND,1104,0.22%,,876195,500267,57.10%,6,0,OTHERS
5807,1991,MAHARASHTRA,KOPARGAON,NANDKUMAR MCHHINDRA THORAT,M,IND,852,0.17%,,876195,500267,57.10%,7,0,OTHERS
5808,1991,MAHARASHTRA,KOPARGAON,BORA MOTILAL KUNDANMAL,M,IND,730,0.15%,,876195,500267,57.10%,8,0,OTHERS
5809,1991,MAHARASHTRA,KOPARGAON,SHINDE SAMBHAJI UMAJI,M,ICS(SCS),468,0.10%,,876195,500267,57.10%,9,0,OTHERS
5810,1991,MAHARASHTRA,KOPARGAON,KASBE RAOSAHEB RANU,M,IND,259,0.05%,,876195,500267,57.10%,10,0,OTHERS
5811,1991,MAHARASHTRA,KOPARGAON,DESHMUKH BHAGWAN RANGNATH,M,IND,252,0.05%,,876195,500267,57.10%,11,0,OTHERS
5812,1991,MAHARASHTRA,KOPARGAON,SHELAR KADUBAL SHANTVAN,M,IND,195,0.04%,,876195,500267,57.10%,12,0,OTHERS
5815,1991,MAHARASHTRA,KHED,NAVALE VIDURA VITHOBA,M,INC,276013,60.88%,,956612,461157,48.21%,1,1,INC
5816,1991,MAHARASHTRA,KHED,BANKHELE KISHANRAO BABURAO,M,JD,85605,18.88%,,956612,461157,48.21%,2,0,OTHERS
5817,1991,MAHARASHTRA,KHED,KHATAPE VASANT MARUTI,M,SHS,77366,17.06%,,956612,461157,48.21%,3,0,OTHERS
5818,1991,MAHARASHTRA,KHED,BHOSALE JANUJI KRISHNAJI,M,RPPI,2768,0.61%,,956612,461157,48.21%,4,0,OTHERS
5819,1991,MAHARASHTRA,KHED,KOLEKAR DILIP SUDAM,M,IND,2755,0.61%,,956612,461157,48.21%,5,0,OTHERS
5820,1991,MAHARASHTRA,KHED,KAD APPASAHEB HARIBHAU,M,JP,2563,0.57%,,956612,461157,48.21%,6,0,OTHERS
5821,1991,MAHARASHTRA,KHED,KUNTE DHONDIRAM BALWANT,M,IND,1870,0.41%,,956612,461157,48.21%,7,0,OTHERS
5822,1991,MAHARASHTRA,KHED,MAKESARE RAGHUNATH RAMJI,M,IND,1657,0.37%,,956612,461157,48.21%,8,0,OTHERS
5823,1991,MAHARASHTRA,KHED,RAM RAJMALI SHRIMUKHLAL,M,DDP,1053,0.23%,,956612,461157,48.21%,9,0,OTHERS
5824,1991,MAHARASHTRA,KHED,TONDE SITARAM SHRIPATI,M,IND,865,0.19%,,956612,461157,48.21%,10,0,OTHERS
5825,1991,MAHARASHTRA,KHED,MARAL ABASAHEB KRISHNA,M,IND,501,0.11%,,956612,461157,48.21%,11,0,OTHERS
5826,1991,MAHARASHTRA,KHED,PHADAKE LAXMANRAO SONABA,M,IND,377,0.08%,,956612,461157,48.21%,12,0,OTHERS
5829,1991,MAHARASHTRA,PUNE,ANNA JOSHI,M,BJP,250272,44.22%,,1184618,570624,48.17%,1,1,BJP
5830,1991,MAHARASHTRA,PUNE,GADGIL VITTHALRAO NARHAR,M,INC,233334,41.22%,,1184618,570624,48.17%,2,0,INC
5831,1991,MAHARASHTRA,PUNE,KAKADE SAMBHAJIRAO SAHEBRAO,M,JD,72377,12.79%,,1184618,570624,48.17%,3,0,OTHERS
5832,1991,MAHARASHTRA,PUNE,KAMBLE YASHWANT MARUTI,M,BSP,2780,0.49%,,1184618,570624,48.17%,4,0,OTHERS
5833,1991,MAHARASHTRA,PUNE,KHEDEKAR KHANDERAO SAKHARAM,M,IND,825,0.15%,,1184618,570624,48.17%,5,0,OTHERS
5834,1991,MAHARASHTRA,PUNE,KOKARE VIJAY MAHADEO,M,IND,564,0.10%,,1184618,570624,48.17%,6,0,OTHERS
5835,1991,MAHARASHTRA,PUNE,PK CHAVAN,M,IND,507,0.09%,,1184618,570624,48.17%,7,0,OTHERS
5836,1991,MAHARASHTRA,PUNE,AGARWAL SURAJBHAN SIDHRAM,M,IND,445,0.08%,,1184618,570624,48.17%,8,0,OTHERS
5837,1991,MAHARASHTRA,PUNE,KUMBHAR RAMCHARAN BIKANU,M,DDP,421,0.07%,,1184618,570624,48.17%,9,0,OTHERS
5838,1991,MAHARASHTRA,PUNE,GANDHI CHAMPALAL CHHOGALAL,M,IND,388,0.07%,,1184618,570624,48.17%,10,0,OTHERS
5839,1991,MAHARASHTRA,PUNE,PAWAR SATISH DATTARAYA,M,IND,352,0.06%,,1184618,570624,48.17%,11,0,OTHERS
5840,1991,MAHARASHTRA,PUNE,CHAVAN CHANDRAKANT NARAYAN,M,IND,254,0.04%,,1184618,570624,48.17%,12,0,OTHERS
5841,1991,MAHARASHTRA,PUNE,TELWADE DEVIDAS DHONDIBA,M,IND,252,0.04%,,1184618,570624,48.17%,13,0,OTHERS
5842,1991,MAHARASHTRA,PUNE,SAVANE LAXMAN SAMBHU,M,IND,229,0.04%,,1184618,570624,48.17%,14,0,OTHERS
5843,1991,MAHARASHTRA,PUNE,SHAIKH ABDUL KADAR SHARIF,M,IND,223,0.04%,,1184618,570624,48.17%,15,0,OTHERS
5844,1991,MAHARASHTRA,PUNE,SABALE LAXMAN MALHARI,M,IND,210,0.04%,,1184618,570624,48.17%,16,0,OTHERS
5845,1991,MAHARASHTRA,PUNE,DAYAMA MUKUMD MADANLAL,M,IND,209,0.04%,,1184618,570624,48.17%,17,0,OTHERS
5846,1991,MAHARASHTRA,PUNE,VIRKAR JAGANNATH RAMCHANDRA,M,JNP,203,0.04%,,1184618,570624,48.17%,18,0,OTHERS
5847,1991,MAHARASHTRA,PUNE,GOKHALE DIGAMBAR BALKRISHNA,M,IND,187,0.03%,,1184618,570624,48.17%,19,0,OTHERS
5853,1991,MAHARASHTRA,PUNE,JAGDALE SHANKARRAO RAMCHANDRA,M,IND,181,0.03%,,1184618,570624,48.17%,20,0,OTHERS
5854,1991,MAHARASHTRA,PUNE,TIPARKAR TUKARAM SHANKAR,M,IND,180,0.03%,,1184618,570624,48.17%,21,0,OTHERS
5855,1991,MAHARASHTRA,PUNE,BADEKAR BHUJANG WAMAN,M,RPPI,164,0.03%,,1184618,570624,48.17%,22,0,OTHERS
5856,1991,MAHARASHTRA,PUNE,KAMTAM ISHWAR SAMBHAYYA,M,IND,153,0.03%,,1184618,570624,48.17%,23,0,OTHERS
5857,1991,MAHARASHTRA,PUNE,KEKAN SHIVAJI UTTAM,M,IND,141,0.02%,,1184618,570624,48.17%,24,0,OTHERS
5858,1991,MAHARASHTRA,PUNE,DASANI KANTILAL JIVRAJ,M,IND,134,0.02%,,1184618,570624,48.17%,25,0,OTHERS
5859,1991,MAHARASHTRA,PUNE,KADAM VILAS JAYASINGH,M,IND,124,0.02%,,1184618,570624,48.17%,26,0,OTHERS
5860,1991,MAHARASHTRA,PUNE,BHOSALE SUNIL MARUTIRAO,M,IND,117,0.02%,,1184618,570624,48.17%,27,0,OTHERS
5861,1991,MAHARASHTRA,PUNE,ADMANE SHRIRAM DASHRATH,M,IND,113,0.02%,,1184618,570624,48.17%,28,0,OTHERS
5862,1991,MAHARASHTRA,PUNE,JADHAV DATTATRAYA KISAN,M,IND,112,0.02%,,1184618,570624,48.17%,29,0,OTHERS
5863,1991,MAHARASHTRA,PUNE,WALECHA JAGDISH BHIMSEN,M,IND,110,0.02%,,1184618,570624,48.17%,30,0,OTHERS
5864,1991,MAHARASHTRA,PUNE,SAPAKAL DAMODAR SAKHARAM,M,IND,106,0.02%,,1184618,570624,48.17%,31,0,OTHERS
5865,1991,MAHARASHTRA,PUNE,HONRAO VAIJANATH DIGAMBAR,M,IND,104,0.02%,,1184618,570624,48.17%,32,0,OTHERS
5866,1991,MAHARASHTRA,PUNE,SUBHASH NARHAR GODASE,M,IND,83,0.01%,,1184618,570624,48.17%,33,0,OTHERS
5867,1991,MAHARASHTRA,PUNE,KASHID ARJUN PANDURANG,M,IND,63,0.01%,,1184618,570624,48.17%,34,0,OTHERS
5868,1991,MAHARASHTRA,PUNE,KODRE VASANT DATTATRAYA,M,IND,57,0.01%,,1184618,570624,48.17%,35,0,OTHERS
5869,1991,MAHARASHTRA,PUNE,TAMBOLI RAJU HUSSAIN,M,IND,53,0.01%,,1184618,570624,48.17%,36,0,OTHERS
5872,1991,MAHARASHTRA,BARAMATI,AJIT ANNATRAO PAWAR,M,INC,437293,75.31%,,1261608,591795,46.91%,1,1,INC
5873,1991,MAHARASHTRA,BARAMATI,PRATIBHA LOKHANDE (W),F,BJP,101030,17.40%,,1261608,591795,46.91%,2,0,BJP
5874,1991,MAHARASHTRA,BARAMATI,TAPKIR SARJERAO BHIKARAM,M,JD,30783,5.30%,,1261608,591795,46.91%,3,0,OTHERS
5875,1991,MAHARASHTRA,BARAMATI,DONGARE MUKUND BHASKAR,M,IND,2845,0.49%,,1261608,591795,46.91%,4,0,OTHERS
5876,1991,MAHARASHTRA,BARAMATI,BADEKAR BHUJANG WAMAN,M,RPPI,2035,0.35%,,1075164,893572,83.11%,5,0,OTHERS
5877,1991,MAHARASHTRA,BARAMATI,GAVADE KISAN BAPURAO,M,IND,1563,0.27%,,1075164,893572,83.11%,6,0,OTHERS
5878,1991,MAHARASHTRA,BARAMATI,SAYYAD HAMID MUBARAK,M,DDP,1493,0.26%,,1075164,893572,83.11%,7,0,OTHERS
5879,1991,MAHARASHTRA,BARAMATI,TAKAWALE GURUJI VITTHAL KRISHNARAO,M,IND,1102,0.19%,,1075164,893572,83.11%,8,0,OTHERS
5880,1991,MAHARASHTRA,BARAMATI,MEMANE BHUJANG MADHAV,M,IND,785,0.14%,,1075164,893572,83.11%,9,0,OTHERS
5881,1991,MAHARASHTRA,BARAMATI,THOPATE BALASAHEB TANHAJI,M,IND,650,0.11%,,1261608,591795,46.91%,10,0,OTHERS
5882,1991,MAHARASHTRA,BARAMATI,SALVE PRITHUIRAJ ALIAS RB,M,IND,525,0.09%,,1261608,591795,46.91%,11,0,OTHERS
5883,1991,MAHARASHTRA,BARAMATI,PHADKE LAXMAN SONABA ALIAS BHAU,M,IND,519,0.09%,,1261608,591795,46.91%,12,0,OTHERS
5886,1991,MAHARASHTRA,SATARA,BHOSALE PRATAPRAO BABURAO,M,INC,261129,66.85%,,931856,398204,42.73%,1,1,INC
5887,1991,MAHARASHTRA,SATARA,HINDURAO N NAIK NIMBALKAR,M,SHS,101917,26.09%,,931856,398204,42.73%,2,0,OTHERS
5888,1991,MAHARASHTRA,SATARA,DD RANAVARE,M,JD,12675,3.24%,,931856,398204,42.73%,3,0,OTHERS
5889,1991,MAHARASHTRA,SATARA,KB JAMADADE,M,JP,5248,1.34%,,931856,398204,42.73%,4,0,OTHERS
5890,1991,MAHARASHTRA,SATARA,JADHAV LAXMAN WAMAN,M,BKUS,4219,1.08%,,931856,398204,42.73%,5,0,OTHERS
5891,1991,MAHARASHTRA,SATARA,DASTAGIRBHAI KADARBHAI METKARI,M,IND,1856,0.48%,,931856,398204,42.73%,6,0,OTHERS
5892,1991,MAHARASHTRA,SATARA,SHELAR KONDIRAM DHONDIBA,M,IND,1218,0.31%,,931856,398204,42.73%,7,0,OTHERS
5893,1991,MAHARASHTRA,SATARA,GHADGE SHIVAJI KRISHNARAO,M,IND,970,0.25%,,931856,398204,42.73%,8,0,OTHERS
